"GID","Breeding Cycle","Managed_Treatment","Grain_Yield_BLUE"
7397747,"2015-16","Moderate Drought",3.75593753496477
7397747,"2015-16","Optimal Bed",6.98470278139988
7397747,"2015-16","Heat",3.53018575222315
7397747,"2015-16","Severe Drought",2.48304800139137
7397747,"2015-16","Optimal Flat",6.98074323534184
7397754,"2015-16","Moderate Drought",3.41831230885834
7397754,"2015-16","Optimal Bed",6.88740943017879
7397754,"2015-16","Heat",3.85945451404366
7397754,"2015-16","Severe Drought",2.25761627914355
7397754,"2015-16","Optimal Flat",7.37260513050402
7397762,"2015-16","Moderate Drought",3.42068963698009
7397762,"2015-16","Optimal Bed",7.02789372877978
7397762,"2015-16","Heat",3.68758485747975
7397762,"2015-16","Severe Drought",1.88041286438076
7397762,"2015-16","Optimal Flat",7.18911478567568
7397771,"2015-16","Moderate Drought",3.51714066926918
7397771,"2015-16","Optimal Bed",7.09264569701651
7397771,"2015-16","Heat",3.92897080050339
7397771,"2015-16","Severe Drought",1.84988642042115
7397771,"2015-16","Optimal Flat",7.06638518864444
7397772,"2015-16","Moderate Drought",3.3001446784865
7397772,"2015-16","Optimal Bed",7.28456751972149
7397772,"2015-16","Heat",3.64280862179702
7397772,"2015-16","Severe Drought",1.80996871432581
7397772,"2015-16","Optimal Flat",6.85397718700377
7397815,"2015-16","Moderate Drought",3.62770120081426
7397815,"2015-16","Optimal Bed",7.62866115148926
7397815,"2015-16","Heat",3.91574017829834
7397815,"2015-16","Severe Drought",2.06494358742903
7397815,"2015-16","Optimal Flat",6.83617355793685
7397873,"2015-16","Moderate Drought",3.39848080079028
7397873,"2015-16","Optimal Bed",7.20148850801899
7397873,"2015-16","Heat",3.70607182898351
7397873,"2015-16","Severe Drought",1.38061969768314
7397873,"2015-16","Optimal Flat",6.67548314378096
7397891,"2015-16","Moderate Drought",3.71687215987426
7397891,"2015-16","Optimal Bed",7.22602959972035
7397891,"2015-16","Heat",3.00966941970018
7397891,"2015-16","Severe Drought",2.5611035256715
7397891,"2015-16","Optimal Flat",7.05459323064775
7397892,"2015-16","Moderate Drought",3.42519316003921
7397892,"2015-16","Optimal Bed",7.21394072509
7397892,"2015-16","Heat",3.9908058305047
7397892,"2015-16","Severe Drought",2.15111289270323
7397892,"2015-16","Optimal Flat",6.63939686224828
7397893,"2015-16","Moderate Drought",3.59949142800498
7397893,"2015-16","Optimal Bed",7.13706281748057
7397893,"2015-16","Heat",2.87838408750009
7397893,"2015-16","Severe Drought",2.18190008815241
7397893,"2015-16","Optimal Flat",6.99210035113494
7397995,"2015-16","Moderate Drought",3.48615733099259
7397995,"2015-16","Optimal Bed",7.43658791316246
7397995,"2015-16","Heat",3.62264493797192
7397995,"2015-16","Severe Drought",2.01597897709449
7397995,"2015-16","Optimal Flat",6.83989258797755
7398001,"2015-16","Moderate Drought",3.04441912628426
7398001,"2015-16","Optimal Bed",7.39143569383752
7398001,"2015-16","Heat",3.619168775153
7398001,"2015-16","Severe Drought",1.9663098920399
7398001,"2015-16","Optimal Flat",6.94400263214869
7398005,"2015-16","Moderate Drought",3.63221155956274
7398005,"2015-16","Optimal Bed",6.98163470291206
7398005,"2015-16","Heat",3.44901879861325
7398005,"2015-16","Severe Drought",2.03287309194581
7398005,"2015-16","Optimal Flat",7.16619298240996
7398014,"2015-16","Moderate Drought",3.40081258956274
7398014,"2015-16","Optimal Bed",7.22791439957872
7398014,"2015-16","Heat",4.05764949527992
7398014,"2015-16","Severe Drought",1.62646245527915
7398014,"2015-16","Optimal Flat",7.12174834574329
7398018,"2015-16","Moderate Drought",3.13376576401658
7398018,"2015-16","Optimal Bed",7.90314596184842
7398018,"2015-16","Heat",3.84682892942491
7398018,"2015-16","Severe Drought",0.953817517748827
7398018,"2015-16","Optimal Flat",7.40967242509038
7398019,"2015-16","Moderate Drought",2.69399254709329
7398019,"2015-16","Optimal Bed",7.65333560005772
7398019,"2015-16","Heat",4.04261727130945
7398019,"2015-16","Severe Drought",0.50189032487345
7398019,"2015-16","Optimal Flat",6.66307911501595
7398020,"2015-16","Moderate Drought",3.26654624127294
7398020,"2015-16","Optimal Bed",7.45286625918476
7398020,"2015-16","Heat",4.22268957609117
7398020,"2015-16","Severe Drought",1.86616999990373
7398020,"2015-16","Optimal Flat",6.15100156479143
7398023,"2015-16","Moderate Drought",3.38340436392802
7398023,"2015-16","Optimal Bed",7.64925957342757
7398023,"2015-16","Heat",4.03879450896591
7398023,"2015-16","Severe Drought",1.74160948557535
7398023,"2015-16","Optimal Flat",7.77577991541301
7398041,"2015-16","Moderate Drought",2.92318859639802
7398041,"2015-16","Optimal Bed",6.94484641128717
7398041,"2015-16","Heat",3.1601525772365
7398041,"2015-16","Severe Drought",1.70027638024052
7398041,"2015-16","Optimal Flat",6.97601549695057
7398092,"2015-16","Moderate Drought",3.70891740375876
7398092,"2015-16","Optimal Bed",7.44904086038593
7398092,"2015-16","Heat",4.28733988134689
7398092,"2015-16","Severe Drought",2.01260382866104
7398092,"2015-16","Optimal Flat",7.43296662811364
7398119,"2015-16","Moderate Drought",3.11698547687198
7398119,"2015-16","Optimal Bed",7.32549540121445
7398119,"2015-16","Heat",4.14394861621263
7398119,"2015-16","Severe Drought",1.33376568524892
7398119,"2015-16","Optimal Flat",6.9315640699964
7398254,"2015-16","Moderate Drought",3.22339311389483
7398254,"2015-16","Optimal Bed",7.65837545885435
7398254,"2015-16","Heat",3.34653541697674
7398254,"2015-16","Severe Drought",1.5521945493309
7398254,"2015-16","Optimal Flat",7.87950081017105
7398265,"2015-16","Moderate Drought",2.78927873686975
7398265,"2015-16","Optimal Bed",6.94393093833818
7398265,"2015-16","Heat",3.90687864064196
7398265,"2015-16","Severe Drought",0.73257119504748
7398265,"2015-16","Optimal Flat",6.93428171969706
7398266,"2015-16","Moderate Drought",3.45296943353642
7398266,"2015-16","Optimal Bed",7.34274063500485
7398266,"2015-16","Heat",3.31908100397529
7398266,"2015-16","Severe Drought",1.72552022504748
7398266,"2015-16","Optimal Flat",7.10522208303039
7398274,"2015-16","Moderate Drought",2.99312046867035
7398274,"2015-16","Optimal Bed",7.70295391445056
7398274,"2015-16","Heat",3.4479582947806
7398274,"2015-16","Severe Drought",1.50397922077534
7398274,"2015-16","Optimal Flat",7.08943371544902
7398288,"2015-16","Moderate Drought",2.81707946760148
7398288,"2015-16","Optimal Bed",7.08470830889985
7398288,"2015-16","Heat",3.59505820254121
7398288,"2015-16","Severe Drought",1.36322283245196
7398288,"2015-16","Optimal Flat",6.90282324636631
7398289,"2015-16","Moderate Drought",2.76644820816429
7398289,"2015-16","Optimal Bed",7.33805658156279
7398289,"2015-16","Heat",3.75242747584643
7398289,"2015-16","Severe Drought",1.10219004168358
7398289,"2015-16","Optimal Flat",6.62009359215169
7398307,"2015-16","Moderate Drought",3.34247613780898
7398307,"2015-16","Optimal Bed",7.34082748219422
7398307,"2015-16","Heat",3.19191598590098
7398307,"2015-16","Severe Drought",1.75347646738899
7398307,"2015-16","Optimal Flat",7.04297657701636
7398319,"2015-16","Moderate Drought",3.4249914922333
7398319,"2015-16","Optimal Bed",7.82350866670717
7398319,"2015-16","Heat",4.06391768516216
7398319,"2015-16","Severe Drought",2.05566461737146
7398319,"2015-16","Optimal Flat",7.42882246207488
7398322,"2015-16","Moderate Drought",3.65661309608766
7398322,"2015-16","Optimal Bed",7.3185316297446
7398322,"2015-16","Heat",3.40161015056221
7398322,"2015-16","Severe Drought",2.03900724339318
7398322,"2015-16","Optimal Flat",7.10462020340791
7398326,"2015-16","Moderate Drought",3.78422785005445
7398326,"2015-16","Optimal Bed",7.12768151428588
7398326,"2015-16","Heat",3.42271539002163
7398326,"2015-16","Severe Drought",1.75857184777846
7398326,"2015-16","Optimal Flat",7.0663336138589
7398344,"2015-16","Moderate Drought",3.45792492945984
7398344,"2015-16","Optimal Bed",7.45404923607627
7398344,"2015-16","Heat",4.26074225686078
7398344,"2015-16","Severe Drought",1.39953800401636
7398344,"2015-16","Optimal Flat",7.22843767117162
7398352,"2015-16","Moderate Drought",3.48780837622316
7398352,"2015-16","Optimal Bed",7.45229266727327
7398352,"2015-16","Heat",3.95690129762366
7398352,"2015-16","Severe Drought",1.36523646686876
7398352,"2015-16","Optimal Flat",7.24147042129081
7398363,"2015-16","Moderate Drought",3.58904177497674
7398363,"2015-16","Optimal Bed",7.00931584786868
7398363,"2015-16","Heat",3.63796709170321
7398363,"2015-16","Severe Drought",1.25457884861715
7398363,"2015-16","Optimal Flat",6.51334664301476
7398376,"2015-16","Moderate Drought",3.92134139255924
7398376,"2015-16","Optimal Bed",7.59022479639391
7398376,"2015-16","Heat",3.46454138825224
7398376,"2015-16","Severe Drought",2.15784532019663
7398376,"2015-16","Optimal Flat",7.48577872540888
7398377,"2015-16","Moderate Drought",3.57166386137354
7398377,"2015-16","Optimal Bed",7.61764990896378
7398377,"2015-16","Heat",3.3139037784805
7398377,"2015-16","Severe Drought",2.04770597748781
7398377,"2015-16","Optimal Flat",7.48238045723832
7398383,"2015-16","Moderate Drought",3.2583492074288
7398383,"2015-16","Optimal Bed",7.46101477244652
7398383,"2015-16","Heat",3.31024760478469
7398383,"2015-16","Severe Drought",0.852346123696826
7398383,"2015-16","Optimal Flat",6.48658698873964
7398400,"2015-16","Moderate Drought",2.89773864734136
7398400,"2015-16","Optimal Bed",6.57557862876232
7398400,"2015-16","Heat",3.58376777772781
7398400,"2015-16","Severe Drought",0.959036335550538
7398400,"2015-16","Optimal Flat",6.79470543805935
7398411,"2015-16","Moderate Drought",2.62854173729184
7398411,"2015-16","Optimal Bed",5.93087901908994
7398411,"2015-16","Heat",2.06945891134812
7398411,"2015-16","Severe Drought",1.22780504500937
7398411,"2015-16","Optimal Flat",6.7575259986878
7398412,"2015-16","Moderate Drought",3.40602968337729
7398412,"2015-16","Optimal Bed",7.24006976323064
7398412,"2015-16","Heat",3.68511123711771
7398412,"2015-16","Severe Drought",1.52708086043982
7398412,"2015-16","Optimal Flat",7.40314702746423
7398413,"2015-16","Moderate Drought",3.39292079753253
7398413,"2015-16","Optimal Bed",7.22667788773081
7398413,"2015-16","Heat",3.72140731528755
7398413,"2015-16","Severe Drought",1.06878657604399
7398413,"2015-16","Optimal Flat",6.75574324310592
7398419,"2015-16","Moderate Drought",2.85987694814604
7398419,"2015-16","Optimal Bed",7.04739684184619
7398419,"2015-16","Heat",3.35921532991829
7398419,"2015-16","Severe Drought",0.780438855459431
7398419,"2015-16","Optimal Flat",7.12436490929284
7398421,"2015-16","Moderate Drought",3.15938400289797
7398421,"2015-16","Optimal Bed",6.4244941025826
7398421,"2015-16","Heat",3.537308627755
7398421,"2015-16","Severe Drought",1.50221272432079
7398421,"2015-16","Optimal Flat",6.76373535912117
7398427,"2015-16","Moderate Drought",3.70407302554451
7398427,"2015-16","Optimal Bed",7.49050603769706
7398427,"2015-16","Heat",3.7375902031094
7398427,"2015-16","Severe Drought",2.39614332436609
7398427,"2015-16","Optimal Flat",7.52463406475925
7398428,"2015-16","Moderate Drought",3.49222655886126
7398428,"2015-16","Optimal Bed",7.20984209878604
7398428,"2015-16","Heat",3.55243929808084
7398428,"2015-16","Severe Drought",1.83785346948352
7398428,"2015-16","Optimal Flat",7.33813957516595
7398430,"2015-16","Moderate Drought",3.27030746069055
7398430,"2015-16","Optimal Bed",6.7881041019584
7398430,"2015-16","Heat",3.29930398038882
7398430,"2015-16","Severe Drought",1.78737948836776
7398430,"2015-16","Optimal Flat",7.41272344492805
7398431,"2015-16","Moderate Drought",3.5577654328648
7398431,"2015-16","Optimal Bed",7.09243793441292
7398431,"2015-16","Heat",3.64692358998494
7398431,"2015-16","Severe Drought",1.88017735418
7398431,"2015-16","Optimal Flat",7.42946895606132
7398433,"2015-16","Moderate Drought",3.71337416729767
7398433,"2015-16","Optimal Bed",6.91444814643302
7398433,"2015-16","Heat",3.92512280972033
7398433,"2015-16","Severe Drought",1.73075040668581
7398433,"2015-16","Optimal Flat",6.44738998792622
7398434,"2015-16","Moderate Drought",3.06851926164319
7398434,"2015-16","Optimal Bed",6.98728619915029
7398434,"2015-16","Heat",3.99051003992542
7398434,"2015-16","Severe Drought",0.770422719180344
7398434,"2015-16","Optimal Flat",7.00091050174447
7398435,"2015-16","Moderate Drought",2.92335377858332
7398435,"2015-16","Optimal Bed",7.44763150682979
7398435,"2015-16","Heat",4.13421366646967
7398435,"2015-16","Severe Drought",0.729167141850859
7398435,"2015-16","Optimal Flat",6.47681884182362
7398438,"2015-16","Moderate Drought",3.17959007097237
7398438,"2015-16","Optimal Bed",6.78341617982189
7398438,"2015-16","Heat",2.96248101056281
7398438,"2015-16","Severe Drought",1.0277242952783
7398438,"2015-16","Optimal Flat",6.89923866434604
7398439,"2015-16","Moderate Drought",2.51574363000066
7398439,"2015-16","Optimal Bed",7.14750829585026
7398439,"2015-16","Heat",4.18836782675638
7398439,"2015-16","Severe Drought",0.463959920238773
7398439,"2015-16","Optimal Flat",6.80730822726434
7398440,"2015-16","Moderate Drought",2.32369653556532
7398440,"2015-16","Optimal Bed",6.83659676762533
7398440,"2015-16","Heat",3.68176845760274
7398440,"2015-16","Severe Drought",0.713828203954767
7398440,"2015-16","Optimal Flat",6.95400123654141
7398442,"2015-16","Moderate Drought",2.52353405970448
7398442,"2015-16","Optimal Bed",6.8271778318125
7398442,"2015-16","Heat",3.92983943917758
7398442,"2015-16","Severe Drought",0.848146461686862
7398442,"2015-16","Optimal Flat",6.27475793584239
7398443,"2015-16","Moderate Drought",3.2631250844388
7398443,"2015-16","Optimal Bed",7.16099190644626
7398443,"2015-16","Heat",3.88580248988471
7398443,"2015-16","Severe Drought",1.6185742899885
7398443,"2015-16","Optimal Flat",6.29470645058879
7398444,"2015-16","Moderate Drought",3.76069569272656
7398444,"2015-16","Optimal Bed",6.47082571349659
7398444,"2015-16","Heat",3.86250574560259
7398444,"2015-16","Severe Drought",1.83593801264148
7398444,"2015-16","Optimal Flat",7.14189407583689
7398451,"2015-16","Moderate Drought",2.56293953889631
7398451,"2015-16","Optimal Bed",6.79266754090778
7398451,"2015-16","Heat",3.81494229492064
7398451,"2015-16","Severe Drought",0.785211819782163
7398451,"2015-16","Optimal Flat",6.5713169489386
7398452,"2015-16","Moderate Drought",3.03205106178579
7398452,"2015-16","Optimal Bed",6.40371888250838
7398452,"2015-16","Heat",3.61730811230156
7398452,"2015-16","Severe Drought",1.3223747017774
7398452,"2015-16","Optimal Flat",6.84275652918254
7398455,"2015-16","Moderate Drought",2.90797604683891
7398455,"2015-16","Optimal Bed",7.11130266986513
7398455,"2015-16","Heat",3.57294249783705
7398455,"2015-16","Severe Drought",0.949619724083567
7398455,"2015-16","Optimal Flat",7.83724552883332
7398460,"2015-16","Moderate Drought",3.11988691199685
7398460,"2015-16","Optimal Bed",6.8594893603395
7398460,"2015-16","Heat",4.18521469215801
7398460,"2015-16","Severe Drought",1.32896674051786
7398460,"2015-16","Optimal Flat",6.67523279373407
7398462,"2015-16","Moderate Drought",2.99042294199685
7398462,"2015-16","Optimal Bed",6.73820972367283
7398462,"2015-16","Heat",3.85783338882468
7398462,"2015-16","Severe Drought",0.871274437184529
7398462,"2015-16","Optimal Flat",6.84617282373407
7398463,"2015-16","Moderate Drought",2.88735684001074
7398463,"2015-16","Optimal Bed",6.86702684041354
7398463,"2015-16","Heat",3.71431940408838
7398463,"2015-16","Severe Drought",1.04321580464964
7398463,"2015-16","Optimal Flat",6.97845295463918
7398471,"2015-16","Moderate Drought",2.3219441386603
7398471,"2015-16","Optimal Bed",6.57456099923314
7398471,"2015-16","Heat",3.41445564660117
7398471,"2015-16","Severe Drought",0.711479381094842
7398471,"2015-16","Optimal Flat",6.69284104440786
7398474,"2015-16","Moderate Drought",3.0855200287897
7398474,"2015-16","Optimal Bed",7.10241170125998
7398474,"2015-16","Heat",3.62579443804977
7398474,"2015-16","Severe Drought",1.18961884088994
7398474,"2015-16","Optimal Flat",7.2186951972014
7398485,"2015-16","Moderate Drought",3.61507962917023
7398485,"2015-16","Optimal Bed",7.15227054536757
7398485,"2015-16","Heat",3.92459990982809
7398485,"2015-16","Severe Drought",1.91359374439114
7398485,"2015-16","Optimal Flat",6.96791739130739
7398529,"2015-16","Moderate Drought",3.46180830399928
7398529,"2015-16","Optimal Bed",7.75006902468092
7398529,"2015-16","Heat",3.83560977962883
7398529,"2015-16","Severe Drought",2.03542376751986
7398529,"2015-16","Optimal Flat",7.87842244973873
7398595,"2015-16","Moderate Drought",3.2749583509121
7398595,"2015-16","Optimal Bed",6.72688776017096
7398595,"2015-16","Heat",3.60734818971941
7398595,"2015-16","Severe Drought",1.48826469563577
7398595,"2015-16","Optimal Flat",6.23925542209942
7398603,"2015-16","Moderate Drought",3.24423272080601
7398603,"2015-16","Optimal Bed",6.91944219235288
7398603,"2015-16","Heat",3.2300536271633
7398603,"2015-16","Severe Drought",1.77044097431991
7398603,"2015-16","Optimal Flat",5.43554167411648
7398640,"2015-16","Moderate Drought",3.45355045636172
7398640,"2015-16","Optimal Bed",6.90529527069562
7398640,"2015-16","Heat",2.9763594932114
7398640,"2015-16","Severe Drought",2.04341542604149
7398640,"2015-16","Optimal Flat",6.16873916737907
7398685,"2015-16","Moderate Drought",3.56690797163313
7398685,"2015-16","Optimal Bed",7.50489371380539
7398685,"2015-16","Heat",3.87625225278375
7398685,"2015-16","Severe Drought",1.81044392511961
7398685,"2015-16","Optimal Flat",6.24947455615027
7398700,"2015-16","Moderate Drought",3.5134237413692
7398700,"2015-16","Optimal Bed",6.94651269943341
7398700,"2015-16","Heat",3.23278914040889
7398700,"2015-16","Severe Drought",2.14484620352561
7398700,"2015-16","Optimal Flat",5.7611537606306
7398701,"2015-16","Moderate Drought",3.65787985975338
7398701,"2015-16","Optimal Bed",6.99928300604962
7398701,"2015-16","Heat",3.24909383854121
7398701,"2015-16","Severe Drought",2.05449857810736
7398701,"2015-16","Optimal Flat",6.31673733093213
7398758,"2015-16","Moderate Drought",2.98054824205882
7398758,"2015-16","Optimal Bed",6.92348020566958
7398758,"2015-16","Heat",3.32265630833306
7398758,"2015-16","Severe Drought",1.67051640970581
7398758,"2015-16","Optimal Flat",6.90722588970927
7398759,"2015-16","Moderate Drought",3.17319659068918
7398759,"2015-16","Optimal Bed",6.91960070068594
7398759,"2015-16","Heat",3.76579990192472
7398759,"2015-16","Severe Drought",1.8733103821381
7398759,"2015-16","Optimal Flat",7.27714649444453
7398774,"2015-16","Moderate Drought",3.15797978639318
7398774,"2015-16","Optimal Bed",6.68464092696735
7398774,"2015-16","Heat",3.82094411028939
7398774,"2015-16","Severe Drought",1.09117492135157
7398774,"2015-16","Optimal Flat",7.716758960036
7398776,"2015-16","Moderate Drought",3.3370365838633
7398776,"2015-16","Optimal Bed",6.70242041707357
7398776,"2015-16","Heat",3.71580036467187
7398776,"2015-16","Severe Drought",1.77447954339294
7398776,"2015-16","Optimal Flat",6.82713865799805
7398782,"2015-16","Moderate Drought",2.70532823602464
7398782,"2015-16","Optimal Bed",6.69759844696802
7398782,"2015-16","Heat",3.42498906135617
7398782,"2015-16","Severe Drought",1.1109500163716
7398782,"2015-16","Optimal Flat",6.73507958593263
7398783,"2015-16","Moderate Drought",3.21774693886321
7398783,"2015-16","Optimal Bed",6.88805534925029
7398783,"2015-16","Heat",3.71764792701798
7398783,"2015-16","Severe Drought",1.22968967760065
7398783,"2015-16","Optimal Flat",7.10862210765034
7398785,"2015-16","Moderate Drought",3.24222457916208
7398785,"2015-16","Optimal Bed",7.08359723540265
7398785,"2015-16","Heat",3.36064294065173
7398785,"2015-16","Severe Drought",1.84987479557927
7398785,"2015-16","Optimal Flat",6.11856667046155
7398789,"2015-16","Moderate Drought",3.16632557974306
7398789,"2015-16","Optimal Bed",7.20420653511181
7398789,"2015-16","Heat",3.84006070455154
7398789,"2015-16","Severe Drought",1.40883563936759
7398789,"2015-16","Optimal Flat",7.09458197212872
7398813,"2015-16","Moderate Drought",3.6129142949927
7398813,"2015-16","Optimal Bed",6.46063083711024
7398813,"2015-16","Heat",3.70979383947014
7398813,"2015-16","Severe Drought",2.16582336156064
7398813,"2015-16","Optimal Flat",7.71013672826491
7398846,"2015-16","Moderate Drought",3.47792474791146
7398846,"2015-16","Optimal Bed",6.90755012448096
7398846,"2015-16","Heat",3.59295885008911
7398846,"2015-16","Severe Drought",2.34946132912465
7398846,"2015-16","Optimal Flat",8.31171804113087
7398872,"2015-16","Moderate Drought",3.14614268121054
7398872,"2015-16","Optimal Bed",7.18832910000218
7398872,"2015-16","Heat",4.02509831580743
7398872,"2015-16","Severe Drought",1.82356270035324
7398872,"2015-16","Optimal Flat",7.78787839861514
7398877,"2015-16","Moderate Drought",2.9266509649762
7398877,"2015-16","Optimal Bed",6.77482321078957
7398877,"2015-16","Heat",3.39507514699826
7398877,"2015-16","Severe Drought",1.56152392937465
7398877,"2015-16","Optimal Flat",7.21584265912387
7398884,"2015-16","Moderate Drought",3.50814825586572
7398884,"2015-16","Optimal Bed",6.99181509300306
7398884,"2015-16","Heat",3.13828717302951
7398884,"2015-16","Severe Drought",1.75342037310017
7398884,"2015-16","Optimal Flat",8.1597965555799
7398894,"2015-16","Moderate Drought",2.88426029509323
7398894,"2015-16","Optimal Bed",7.20453957833129
7398894,"2015-16","Heat",3.50665194363713
7398894,"2015-16","Severe Drought",1.30402010474723
7398894,"2015-16","Optimal Flat",8.16348803193965
7398895,"2015-16","Moderate Drought",3.7582793642901
7398895,"2015-16","Optimal Bed",7.312083687997
7398895,"2015-16","Heat",3.78873261683666
7398895,"2015-16","Severe Drought",2.28138447539571
7398895,"2015-16","Optimal Flat",7.69595763779978
7398903,"2015-16","Moderate Drought",3.38575761425605
7398903,"2015-16","Optimal Bed",6.76373255312716
7398903,"2015-16","Heat",3.64707758073893
7398903,"2015-16","Severe Drought",1.97978728928327
7398903,"2015-16","Optimal Flat",6.91326561061924
7398909,"2015-16","Moderate Drought",3.22249897940892
7398909,"2015-16","Optimal Bed",6.79631779090209
7398909,"2015-16","Heat",3.93987196028617
7398909,"2015-16","Severe Drought",2.00575020360725
7398909,"2015-16","Optimal Flat",7.05136673929171
7398915,"2015-16","Moderate Drought",3.56012123772636
7398915,"2015-16","Optimal Bed",6.16403263658832
7398915,"2015-16","Heat",3.59763954222855
7398915,"2015-16","Severe Drought",1.91061049335465
7398915,"2015-16","Optimal Flat",8.15203770779287
7398920,"2015-16","Moderate Drought",3.43799042871102
7398920,"2015-16","Optimal Bed",6.93731759576133
7398920,"2015-16","Heat",3.68864230844189
7398920,"2015-16","Severe Drought",2.03614334154605
7398920,"2015-16","Optimal Flat",7.63331998110599
7398922,"2015-16","Moderate Drought",3.02776190676278
7398922,"2015-16","Optimal Bed",7.03768576724891
7398922,"2015-16","Heat",4.24946841583025
7398922,"2015-16","Severe Drought",1.82358363497553
7398922,"2015-16","Optimal Flat",5.59089645519212
7398924,"2015-16","Moderate Drought",3.01282428675132
7398924,"2015-16","Optimal Bed",6.88123382461851
7398924,"2015-16","Heat",3.17921341309572
7398924,"2015-16","Severe Drought",1.87896854586943
7398924,"2015-16","Optimal Flat",7.16641775299326
7398925,"2015-16","Moderate Drought",3.16165057449211
7398925,"2015-16","Optimal Bed",6.84184625311655
7398925,"2015-16","Heat",3.31787461520753
7398925,"2015-16","Severe Drought",1.92685947773294
7398925,"2015-16","Optimal Flat",7.16682806430024
7398926,"2015-16","Moderate Drought",3.04889549523033
7398926,"2015-16","Optimal Bed",7.07529534490276
7398926,"2015-16","Heat",3.31764878722983
7398926,"2015-16","Severe Drought",2.06569377849599
7398926,"2015-16","Optimal Flat",7.26297717939724
7398928,"2015-16","Moderate Drought",2.95130697874487
7398928,"2015-16","Optimal Bed",6.50716539655665
7398928,"2015-16","Heat",4.14079742051731
7398928,"2015-16","Severe Drought",1.7996955179278
7398928,"2015-16","Optimal Flat",6.40292758196835
7398929,"2015-16","Moderate Drought",3.20631811796566
7398929,"2015-16","Optimal Bed",6.80474284025552
7398929,"2015-16","Heat",3.50835402371836
7398929,"2015-16","Severe Drought",2.18950151863207
7398929,"2015-16","Optimal Flat",6.22559023800843
7398934,"2015-16","Moderate Drought",3.5147357826049
7398934,"2015-16","Optimal Bed",7.01718115763313
7398934,"2015-16","Heat",3.7151664597258
7398934,"2015-16","Severe Drought",1.67608257086434
7398934,"2015-16","Optimal Flat",6.26666206346075
7398953,"2015-16","Moderate Drought",3.26989193672662
7398953,"2015-16","Optimal Bed",7.06077532862163
7398953,"2015-16","Heat",2.86824331769012
7398953,"2015-16","Severe Drought",2.33120126954644
7398953,"2015-16","Optimal Flat",6.83220178071298
7398957,"2015-16","Moderate Drought",3.00140050267192
7398957,"2015-16","Optimal Bed",7.42698599222794
7398957,"2015-16","Heat",3.0082829785155
7398957,"2015-16","Severe Drought",1.74138800631846
7398957,"2015-16","Optimal Flat",7.34827752254956
7398976,"2015-16","Moderate Drought",3.33785648921069
7398976,"2015-16","Optimal Bed",7.00741029020744
7398976,"2015-16","Heat",3.00936289140384
7398976,"2015-16","Severe Drought",2.00741755254155
7398976,"2015-16","Optimal Flat",7.4243762358049
7399010,"2015-16","Moderate Drought",3.31717978328388
7399010,"2015-16","Optimal Bed",7.45578275358402
7399010,"2015-16","Heat",3.46615949773573
7399010,"2015-16","Severe Drought",1.98919298534055
7399010,"2015-16","Optimal Flat",7.3646914111172
7399011,"2015-16","Moderate Drought",3.10478653976586
7399011,"2015-16","Optimal Bed",7.48490605147566
7399011,"2015-16","Heat",2.95170841375455
7399011,"2015-16","Severe Drought",2.00767295110229
7399011,"2015-16","Optimal Flat",7.56914391749309
7399013,"2015-16","Moderate Drought",3.11225987818561
7399013,"2015-16","Optimal Bed",7.00997015216916
7399013,"2015-16","Heat",3.60722681532053
7399013,"2015-16","Severe Drought",2.24484881409824
7399013,"2015-16","Optimal Flat",7.47504747114448
7399014,"2015-16","Moderate Drought",3.31495226296148
7399014,"2015-16","Optimal Bed",7.16971495866378
7399014,"2015-16","Heat",3.3259199651316
7399014,"2015-16","Severe Drought",2.04526405885334
7399014,"2015-16","Optimal Flat",7.80129159028419
7399037,"2015-16","Moderate Drought",2.88491296596652
7399037,"2015-16","Optimal Bed",7.20726390826393
7399037,"2015-16","Heat",3.39394904663558
7399037,"2015-16","Severe Drought",1.6228632536427
7399037,"2015-16","Optimal Flat",6.99161111480616
7399072,"2015-16","Moderate Drought",3.57109106636725
7399072,"2015-16","Optimal Bed",7.68389034938224
7399072,"2015-16","Heat",2.75869815833891
7399072,"2015-16","Severe Drought",1.84622707171959
7399072,"2015-16","Optimal Flat",7.86791172209277
7399095,"2015-16","Moderate Drought",2.53394678371545
7399095,"2015-16","Optimal Bed",7.20255057918964
7399095,"2015-16","Heat",3.64257297978973
7399095,"2015-16","Severe Drought",0.799073874960791
7399095,"2015-16","Optimal Flat",6.84414634793963
7399104,"2015-16","Moderate Drought",3.13731867729899
7399104,"2015-16","Optimal Bed",6.61015570842556
7399104,"2015-16","Heat",3.10199950942487
7399104,"2015-16","Severe Drought",1.74985557645812
7399104,"2015-16","Optimal Flat",6.63717303657598
7399115,"2015-16","Moderate Drought",3.03497807601232
7399115,"2015-16","Optimal Bed",6.19921432805786
7399115,"2015-16","Heat",3.50940211769248
7399115,"2015-16","Severe Drought",1.88316129629749
7399115,"2015-16","Optimal Flat",6.88284786836005
7399116,"2015-16","Moderate Drought",2.55144451433922
7399116,"2015-16","Optimal Bed",6.09134389732947
7399116,"2015-16","Heat",3.29267987906326
7399116,"2015-16","Severe Drought",2.0280050211628
7399116,"2015-16","Optimal Flat",7.1385392840054
7399118,"2015-16","Moderate Drought",3.50396634015465
7399118,"2015-16","Optimal Bed",7.13725288562823
7399118,"2015-16","Heat",3.06309531178156
