"GID","Breeding Cycle","Managed_Treatment","Grain_Yield_iid_BLUP"
7178641,"2014-15","Optimal Flat",5.46931741812259
7178642,"2014-15","Moderate Drought",4.38987023182023
7178642,"2014-15","Optimal Bed",5.51481824898886
7178642,"2014-15","Heat",3.70486355378457
7178642,"2014-15","Severe Drought",2.61785351066058
7178642,"2014-15","Optimal Flat",5.65943087018301
7178649,"2014-15","Moderate Drought",4.46590785965754
7178649,"2014-15","Optimal Bed",5.97652364968505
7178649,"2014-15","Heat",3.6636833352021
7178649,"2014-15","Severe Drought",2.7340739237163
7178649,"2014-15","Optimal Flat",6.04183243432873
7178650,"2014-15","Moderate Drought",4.71879907865304
7178650,"2014-15","Optimal Bed",5.74141230368926
7178650,"2014-15","Heat",4.00200160202231
7178650,"2014-15","Severe Drought",2.8640379239136
7178650,"2014-15","Optimal Flat",6.20384388707628
7178651,"2014-15","Moderate Drought",4.72031059600959
7178651,"2014-15","Optimal Bed",6.05971261442309
7178651,"2014-15","Heat",4.25180648472189
7178651,"2014-15","Severe Drought",2.89103424763258
7178651,"2014-15","Optimal Flat",6.12252747200274
7178676,"2014-15","Moderate Drought",4.6721378286945
7178676,"2014-15","Optimal Bed",5.93997589683521
7178676,"2014-15","Heat",3.88034195966426
7178676,"2014-15","Severe Drought",2.73863522150814
7178676,"2014-15","Optimal Flat",6.05585360839443
7178677,"2014-15","Moderate Drought",4.33217358808729
7178677,"2014-15","Optimal Bed",5.57239286881633
7178677,"2014-15","Heat",4.17242045562723
7178677,"2014-15","Severe Drought",2.82414844789991
7178677,"2014-15","Optimal Flat",5.59536931140456
7178679,"2014-15","Moderate Drought",4.44297790067236
7178679,"2014-15","Optimal Bed",5.47879671595647
7178679,"2014-15","Heat",4.10964231613884
7178679,"2014-15","Severe Drought",2.79162537719844
7178679,"2014-15","Optimal Flat",5.57077220672281
7178680,"2014-15","Moderate Drought",4.10698944048815
7178680,"2014-15","Optimal Bed",5.52232681743211
7178680,"2014-15","Heat",4.16351377834833
7178680,"2014-15","Severe Drought",2.75885986042327
7178680,"2014-15","Optimal Flat",5.54331091061989
7178687,"2014-15","Moderate Drought",4.66999165330129
7178687,"2014-15","Optimal Bed",5.7513708091819
7178687,"2014-15","Heat",3.7007436552596
7178687,"2014-15","Severe Drought",2.84134226448932
7178687,"2014-15","Optimal Flat",6.20581004988327
7178691,"2014-15","Moderate Drought",4.69463008039935
7178691,"2014-15","Optimal Bed",5.66830358714495
7178691,"2014-15","Heat",3.99269862729007
7178691,"2014-15","Severe Drought",2.83311843981429
7178691,"2014-15","Optimal Flat",6.14325132170243
7178692,"2014-15","Moderate Drought",4.68538808047481
7178692,"2014-15","Optimal Bed",6.05012460025258
7178692,"2014-15","Heat",3.99627643700714
7178692,"2014-15","Severe Drought",2.90270139228102
7178692,"2014-15","Optimal Flat",6.42855705289902
7178712,"2014-15","Moderate Drought",4.80277884923394
7178712,"2014-15","Optimal Bed",5.34413474890748
7178712,"2014-15","Heat",3.59181429131063
7178712,"2014-15","Severe Drought",2.71901400350573
7178712,"2014-15","Optimal Flat",5.61418431611675
7178727,"2014-15","Moderate Drought",4.58773597845513
7178727,"2014-15","Optimal Bed",5.70046202015092
7178727,"2014-15","Heat",4.14348316456857
7178727,"2014-15","Severe Drought",2.85522578896656
7178727,"2014-15","Optimal Flat",5.94420031924018
7178731,"2014-15","Moderate Drought",4.47497919253747
7178731,"2014-15","Optimal Bed",5.79958344116996
7178731,"2014-15","Heat",2.92678399224973
7178731,"2014-15","Severe Drought",2.7762096196043
7178731,"2014-15","Optimal Flat",5.6140360331866
7178734,"2014-15","Moderate Drought",4.62492502691061
7178734,"2014-15","Optimal Bed",5.61495763875487
7178734,"2014-15","Heat",3.97121322440459
7178734,"2014-15","Severe Drought",2.68428063368874
7178734,"2014-15","Optimal Flat",5.4903381937627
7178740,"2014-15","Moderate Drought",4.76028043354348
7178740,"2014-15","Optimal Bed",6.10545238424013
7178740,"2014-15","Heat",4.12501422861902
7178740,"2014-15","Severe Drought",2.83867584920472
7178740,"2014-15","Optimal Flat",6.2000165509283
7178742,"2014-15","Moderate Drought",4.89287153539942
7178742,"2014-15","Optimal Bed",6.15564841781693
7178742,"2014-15","Heat",3.56810423165102
7178742,"2014-15","Severe Drought",2.77604939198889
7178742,"2014-15","Optimal Flat",5.9919104075432
7178743,"2014-15","Moderate Drought",4.72584296899459
7178743,"2014-15","Optimal Bed",5.89656726695338
7178743,"2014-15","Heat",3.62770978647163
7178743,"2014-15","Severe Drought",2.72103793976694
7178743,"2014-15","Optimal Flat",5.67781460877732
7178764,"2014-15","Moderate Drought",4.46456026475993
7178764,"2014-15","Optimal Bed",5.79215672827472
7178764,"2014-15","Heat",3.97845766052762
7178764,"2014-15","Severe Drought",2.95313918199504
7178764,"2014-15","Optimal Flat",5.84972183464565
7178768,"2014-15","Moderate Drought",4.77658592726394
7178768,"2014-15","Optimal Bed",5.74139993859507
7178768,"2014-15","Heat",3.73789084445247
7178768,"2014-15","Severe Drought",2.83021460844022
7178768,"2014-15","Optimal Flat",5.50831677237107
7178769,"2014-15","Moderate Drought",4.2613056231416
7178769,"2014-15","Optimal Bed",5.66628669806266
7178769,"2014-15","Heat",4.51580006683481
7178769,"2014-15","Severe Drought",2.93687368894721
7178769,"2014-15","Optimal Flat",5.73730182090961
7178773,"2014-15","Moderate Drought",4.70825677092059
7178773,"2014-15","Optimal Bed",5.70475853543593
7178773,"2014-15","Heat",4.51113933412161
7178773,"2014-15","Severe Drought",2.74792141156979
7178773,"2014-15","Optimal Flat",5.69785023299878
7178774,"2014-15","Moderate Drought",4.68669656317075
7178774,"2014-15","Optimal Bed",5.6362466419487
7178774,"2014-15","Heat",4.17907556931698
7178774,"2014-15","Severe Drought",2.73848496605593
7178774,"2014-15","Optimal Flat",5.55296398995018
7178777,"2014-15","Moderate Drought",4.83764072317784
7178777,"2014-15","Optimal Bed",6.12513901495536
7178777,"2014-15","Heat",3.76867481413412
7178777,"2014-15","Severe Drought",2.91744431670513
7178777,"2014-15","Optimal Flat",5.72359046701291
7178783,"2014-15","Moderate Drought",4.71002672346482
7178783,"2014-15","Optimal Bed",6.01756400944111
7178783,"2014-15","Heat",3.80841834878969
7178783,"2014-15","Severe Drought",2.84942213512893
7178783,"2014-15","Optimal Flat",5.72336444572993
7178785,"2014-15","Moderate Drought",4.70047013968914
7178785,"2014-15","Optimal Bed",6.1679829706134
7178785,"2014-15","Heat",4.12091714429729
7178785,"2014-15","Severe Drought",2.91238547569276
7178785,"2014-15","Optimal Flat",5.98404718082723
7178786,"2014-15","Moderate Drought",3.99380065563539
7178786,"2014-15","Optimal Bed",5.01980187235041
7178786,"2014-15","Heat",3.31290511295391
7178786,"2014-15","Severe Drought",2.59395157209114
7178786,"2014-15","Optimal Flat",5.1362003017979
7178787,"2014-15","Moderate Drought",3.65677591995805
7178787,"2014-15","Optimal Bed",5.12604460107176
7178787,"2014-15","Heat",3.32938582204785
7178787,"2014-15","Severe Drought",2.57632926143941
7178787,"2014-15","Optimal Flat",5.41806263024886
7178788,"2014-15","Moderate Drought",4.15915800950218
7178788,"2014-15","Optimal Bed",5.4631633196339
7178788,"2014-15","Heat",3.39380603589171
7178788,"2014-15","Severe Drought",2.6149676503559
7178788,"2014-15","Optimal Flat",5.47249642686538
7178789,"2014-15","Moderate Drought",4.21727327889886
7178789,"2014-15","Optimal Bed",4.83225918115792
7178789,"2014-15","Heat",3.19279231247892
7178789,"2014-15","Severe Drought",2.5900306317955
7178789,"2014-15","Optimal Flat",5.44196533737623
7178791,"2014-15","Moderate Drought",3.35272238368123
7178791,"2014-15","Optimal Bed",5.06293073767596
7178791,"2014-15","Heat",3.23406525780159
7178791,"2014-15","Severe Drought",2.42710423255831
7178791,"2014-15","Optimal Flat",4.82627406240651
7178794,"2014-15","Moderate Drought",3.92547754132825
7178794,"2014-15","Optimal Bed",5.12220219401884
7178794,"2014-15","Heat",3.25058449505655
7178794,"2014-15","Severe Drought",2.43882305861658
7178794,"2014-15","Optimal Flat",5.42006248088833
7178798,"2014-15","Moderate Drought",4.75762674831237
7178798,"2014-15","Optimal Bed",5.05224376486216
7178798,"2014-15","Heat",4.14735234792577
7178798,"2014-15","Severe Drought",2.66196599608462
7178798,"2014-15","Optimal Flat",5.43138670136273
7178801,"2014-15","Moderate Drought",4.90758210786686
7178801,"2014-15","Optimal Bed",5.90423594543884
7178801,"2014-15","Heat",3.6984627514949
7178801,"2014-15","Severe Drought",2.93326101141516
7178801,"2014-15","Optimal Flat",6.03664274649798
7178802,"2014-15","Moderate Drought",4.99387032985642
7178802,"2014-15","Optimal Bed",5.71490583058783
7178802,"2014-15","Heat",3.6428837568411
7178802,"2014-15","Severe Drought",2.96614591988639
7178802,"2014-15","Optimal Flat",5.83372706328674
7178805,"2014-15","Moderate Drought",4.64541971465383
7178805,"2014-15","Optimal Bed",5.83576346847091
7178805,"2014-15","Heat",3.5261385479464
7178805,"2014-15","Severe Drought",2.86390929746267
7178805,"2014-15","Optimal Flat",6.19455697675585
7178815,"2014-15","Moderate Drought",4.55852628849256
7178815,"2014-15","Optimal Bed",5.688716290144
7178815,"2014-15","Heat",3.65648762632866
7178815,"2014-15","Severe Drought",2.58581819092595
7178815,"2014-15","Optimal Flat",5.75967017524193
7178817,"2014-15","Moderate Drought",4.59832903613488
7178817,"2014-15","Optimal Bed",5.62467356489326
7178817,"2014-15","Heat",3.77515582083741
7178817,"2014-15","Severe Drought",2.70377054641452
7178817,"2014-15","Optimal Flat",5.98865526403646
7178820,"2014-15","Moderate Drought",4.14978644508907
7178820,"2014-15","Optimal Bed",4.98749054040294
7178820,"2014-15","Heat",4.03853791740129
7178820,"2014-15","Severe Drought",2.35070228482068
7178820,"2014-15","Optimal Flat",5.56507497331852
7178822,"2014-15","Moderate Drought",4.4099963847997
7178822,"2014-15","Optimal Bed",5.54375874896014
7178822,"2014-15","Heat",4.04154994470399
7178822,"2014-15","Severe Drought",2.4998412811967
7178822,"2014-15","Optimal Flat",5.38999262909474
7178833,"2014-15","Moderate Drought",4.7120543100674
7178833,"2014-15","Optimal Bed",5.82972134470492
7178833,"2014-15","Heat",3.84355185101638
7178833,"2014-15","Severe Drought",2.77452830041221
7178833,"2014-15","Optimal Flat",5.92008835396305
7178834,"2014-15","Moderate Drought",4.65218011808704
7178834,"2014-15","Optimal Bed",5.76809440221856
7178834,"2014-15","Heat",3.72710319377807
7178834,"2014-15","Severe Drought",2.80401164563455
7178834,"2014-15","Optimal Flat",6.38213452277468
7178835,"2014-15","Moderate Drought",4.75770848079499
7178835,"2014-15","Optimal Bed",6.15515740812512
7178835,"2014-15","Heat",4.23268178644583
7178835,"2014-15","Severe Drought",2.91468132467012
7178835,"2014-15","Optimal Flat",6.06272903378503
7178836,"2014-15","Moderate Drought",4.4139476275996
7178836,"2014-15","Optimal Bed",6.13357393208295
7178836,"2014-15","Heat",3.94439364312028
7178836,"2014-15","Severe Drought",2.85049353107301
7178836,"2014-15","Optimal Flat",6.45166803239325
7178837,"2014-15","Moderate Drought",4.63244627082992
7178837,"2014-15","Optimal Bed",5.96065062678278
7178837,"2014-15","Heat",3.70548635089039
7178837,"2014-15","Severe Drought",2.7413058393626
7178837,"2014-15","Optimal Flat",6.1543582866379
7178839,"2014-15","Moderate Drought",4.69526195327918
7178839,"2014-15","Optimal Bed",5.83745056215639
7178839,"2014-15","Heat",4.45580421063936
7178839,"2014-15","Severe Drought",2.55377117809804
7178839,"2014-15","Optimal Flat",6.0376147864343
7178862,"2014-15","Moderate Drought",4.06680512350688
7178862,"2014-15","Optimal Bed",4.21791845730517
7178862,"2014-15","Heat",3.54231337016313
7178862,"2014-15","Severe Drought",2.50726827383406
7178862,"2014-15","Optimal Flat",4.70656304170495
7178863,"2014-15","Moderate Drought",4.8437303232412
7178863,"2014-15","Optimal Bed",5.95585522262336
7178863,"2014-15","Heat",3.95777771898603
7178863,"2014-15","Severe Drought",3.05306218185544
7178863,"2014-15","Optimal Flat",5.83683908456379
7178865,"2014-15","Moderate Drought",4.42003487887748
7178865,"2014-15","Optimal Bed",6.06549348257575
7178865,"2014-15","Heat",3.59946708115104
7178865,"2014-15","Severe Drought",2.7718740015654
7178865,"2014-15","Optimal Flat",5.87315298672515
7178870,"2014-15","Moderate Drought",4.60528871296495
7178870,"2014-15","Optimal Bed",6.09933896360904
7178870,"2014-15","Heat",3.79511685381652
7178870,"2014-15","Severe Drought",2.67745392070154
7178870,"2014-15","Optimal Flat",5.76097644059706
7178871,"2014-15","Moderate Drought",4.61662725581628
7178871,"2014-15","Optimal Bed",5.9822720234124
7178871,"2014-15","Heat",3.76037476373281
7178871,"2014-15","Severe Drought",2.81430865896788
7178871,"2014-15","Optimal Flat",5.71617439990937
7178872,"2014-15","Moderate Drought",4.54893229414315
7178872,"2014-15","Optimal Bed",5.67388184498066
7178872,"2014-15","Heat",3.96033708224068
7178872,"2014-15","Severe Drought",2.6111746080181
7178872,"2014-15","Optimal Flat",5.75286630562923
7178878,"2014-15","Moderate Drought",4.78157284515089
7178878,"2014-15","Optimal Bed",5.62988008054852
7178878,"2014-15","Heat",3.59412070360384
7178878,"2014-15","Severe Drought",2.91207237195575
7178878,"2014-15","Optimal Flat",5.62346417650149
7178880,"2014-15","Moderate Drought",4.60463379894818
7178880,"2014-15","Optimal Bed",5.36215969798492
7178880,"2014-15","Heat",3.51232445269568
7178880,"2014-15","Severe Drought",2.84654162563864
7178880,"2014-15","Optimal Flat",5.36623467666611
7178886,"2014-15","Moderate Drought",4.88760589057737
7178886,"2014-15","Optimal Bed",5.83055149983984
7178886,"2014-15","Heat",3.9598528707565
7178886,"2014-15","Severe Drought",3.06867349923361
7178886,"2014-15","Optimal Flat",5.9734290393815
7178889,"2014-15","Moderate Drought",4.11355275307423
7178889,"2014-15","Optimal Bed",5.61268347122627
7178889,"2014-15","Heat",3.74814712837504
7178889,"2014-15","Severe Drought",2.71852337427758
7178889,"2014-15","Optimal Flat",5.69692228064777
7178891,"2014-15","Moderate Drought",4.71806578141382
7178891,"2014-15","Optimal Bed",6.1917350370192
7178891,"2014-15","Heat",3.7870001304303
7178891,"2014-15","Severe Drought",3.08115476221453
7178891,"2014-15","Optimal Flat",5.81810138223665
7178912,"2014-15","Moderate Drought",4.67026458994522
7178912,"2014-15","Optimal Bed",5.38376118790135
7178912,"2014-15","Heat",3.43966225768905
7178912,"2014-15","Severe Drought",2.85450440697748
7178912,"2014-15","Optimal Flat",5.97448486658038
7178936,"2014-15","Moderate Drought",4.70845589586588
7178936,"2014-15","Optimal Bed",6.06322477621957
7178936,"2014-15","Heat",3.76804310856552
7178936,"2014-15","Severe Drought",2.89196575393618
7178936,"2014-15","Optimal Flat",6.24611753714508
7178937,"2014-15","Moderate Drought",4.69655827782544
7178937,"2014-15","Optimal Bed",5.88824391576631
7178937,"2014-15","Heat",3.27416320642566
7178937,"2014-15","Severe Drought",2.87077887450873
7178937,"2014-15","Optimal Flat",5.77015817562235
7178946,"2014-15","Moderate Drought",4.65546792391116
7178946,"2014-15","Optimal Bed",5.69309913999436
7178946,"2014-15","Heat",3.9966678583034
7178946,"2014-15","Severe Drought",2.93365708980746
7178946,"2014-15","Optimal Flat",5.99294211792037
7178951,"2014-15","Moderate Drought",4.12270658188343
7178951,"2014-15","Optimal Bed",5.03231504752833
7178951,"2014-15","Heat",3.38622106363896
7178951,"2014-15","Severe Drought",2.53772064947263
7178951,"2014-15","Optimal Flat",5.20173590639164
7179002,"2014-15","Moderate Drought",4.24167657454421
7179002,"2014-15","Optimal Bed",4.71691564077709
7179002,"2014-15","Heat",3.70055693198464
7179002,"2014-15","Severe Drought",2.40736283889242
7179002,"2014-15","Optimal Flat",5.03579291347305
7179005,"2014-15","Moderate Drought",4.6319336611837
7179005,"2014-15","Optimal Bed",5.48863576930922
7179005,"2014-15","Heat",3.59531234421378
7179005,"2014-15","Severe Drought",2.61940491316974
7179005,"2014-15","Optimal Flat",5.1264971010952
7179031,"2014-15","Moderate Drought",4.65378886072356
7179031,"2014-15","Optimal Bed",5.61744355566919
7179031,"2014-15","Heat",3.43128173187667
7179031,"2014-15","Severe Drought",2.67723064895533
7179031,"2014-15","Optimal Flat",5.68527022270312
7179042,"2014-15","Moderate Drought",4.46765284661247
7179042,"2014-15","Optimal Bed",5.29274971451111
7179042,"2014-15","Heat",3.98954371843343
7179042,"2014-15","Severe Drought",2.66733785136443
7179042,"2014-15","Optimal Flat",6.14096735976697
7179044,"2014-15","Moderate Drought",4.49905234765095
7179044,"2014-15","Optimal Bed",6.04415362057392
7179044,"2014-15","Heat",4.06492634550992
7179044,"2014-15","Severe Drought",2.71401763179
7179044,"2014-15","Optimal Flat",5.79393813214719
7179049,"2014-15","Moderate Drought",4.76598006258764
7179049,"2014-15","Optimal Bed",6.05841080574903
7179049,"2014-15","Heat",4.19095181560978
7179049,"2014-15","Severe Drought",2.72152217691461
7179049,"2014-15","Optimal Flat",6.24159949384943
7179050,"2014-15","Moderate Drought",4.75618327926043
7179050,"2014-15","Optimal Bed",5.85932142280913
7179050,"2014-15","Heat",3.60091759865004
7179050,"2014-15","Severe Drought",2.63992346723018
7179050,"2014-15","Optimal Flat",6.37429087657951
7179061,"2014-15","Moderate Drought",4.51313773051877
7179061,"2014-15","Optimal Bed",5.52583112128417
7179061,"2014-15","Heat",3.60810354956224
7179061,"2014-15","Severe Drought",2.70189933752834
7179061,"2014-15","Optimal Flat",5.53259923368849
7179062,"2014-15","Moderate Drought",4.80467346483672
7179062,"2014-15","Optimal Bed",5.75914051683495
7179062,"2014-15","Heat",3.72207565066883
7179062,"2014-15","Severe Drought",2.74530912754574
7179062,"2014-15","Optimal Flat",5.765885198553
7179063,"2014-15","Moderate Drought",4.65743106058019
7179063,"2014-15","Optimal Bed",5.43325285724909
7179063,"2014-15","Heat",4.02003759490034
7179063,"2014-15","Severe Drought",2.7671232400092
7179063,"2014-15","Optimal Flat",5.75755723940518
7179073,"2014-15","Moderate Drought",4.56975054593979
7179073,"2014-15","Optimal Bed",5.4720892869112
7179073,"2014-15","Heat",3.73243154048657
7179073,"2014-15","Severe Drought",2.52990776709413
7179073,"2014-15","Optimal Flat",5.71240349413731
7179085,"2014-15","Moderate Drought",4.09966228637327
7179085,"2014-15","Optimal Bed",5.32227514897503
7179085,"2014-15","Heat",3.29760151249764
7179085,"2014-15","Severe Drought",2.5945857179602
7179085,"2014-15","Optimal Flat",5.34285457837623
7179107,"2014-15","Moderate Drought",4.29485900159681
7179107,"2014-15","Optimal Bed",5.50650455483893
7179107,"2014-15","Heat",3.60649544187775
7179107,"2014-15","Severe Drought",2.7776616632201
7179107,"2014-15","Optimal Flat",5.59772898599278
7179113,"2014-15","Moderate Drought",4.52083824207368
7179113,"2014-15","Optimal Bed",5.53083793071624
7179113,"2014-15","Heat",3.49866706714273
7179113,"2014-15","Severe Drought",2.65904836437235
7179113,"2014-15","Optimal Flat",5.79500064397413
7179114,"2014-15","Moderate Drought",4.41653919133267
7179114,"2014-15","Optimal Bed",5.6369270226658
7179114,"2014-15","Heat",4.05551455636262
7179114,"2014-15","Severe Drought",2.69511133322752
7179114,"2014-15","Optimal Flat",6.06208295450374
7179115,"2014-15","Moderate Drought",4.35951874568497
7179115,"2014-15","Optimal Bed",5.71270159902982
7179115,"2014-15","Heat",3.45697856365729
7179115,"2014-15","Severe Drought",2.72071354901674
7179115,"2014-15","Optimal Flat",5.98476288740511
7179117,"2014-15","Moderate Drought",4.4892467104643
7179117,"2014-15","Optimal Bed",5.69968434026643
7179117,"2014-15","Heat",3.83438750105101
7179117,"2014-15","Severe Drought",2.69358856603915
7179117,"2014-15","Optimal Flat",6.13233252393167
7179119,"2014-15","Moderate Drought",4.45743402378968
7179119,"2014-15","Optimal Bed",5.87598767193954
7179119,"2014-15","Heat",4.04697120544761
7179119,"2014-15","Severe Drought",2.58838374157446
7179119,"2014-15","Optimal Flat",6.06268264516315
7179122,"2014-15","Moderate Drought",4.48826588238739
7179122,"2014-15","Optimal Bed",5.84558263209633
7179122,"2014-15","Heat",3.68930788181111
7179122,"2014-15","Severe Drought",2.74044196898017
7179122,"2014-15","Optimal Flat",5.82900822134944
7179129,"2014-15","Moderate Drought",4.34126270424276
7179129,"2014-15","Optimal Bed",5.71968110525617
7179129,"2014-15","Heat",3.70050205260444
7179129,"2014-15","Severe Drought",2.66886887501922
7179129,"2014-15","Optimal Flat",5.42021064277585
7179130,"2014-15","Moderate Drought",4.26976052948418
7179130,"2014-15","Optimal Bed",5.54407771444168
7179130,"2014-15","Heat",3.58888902933734
7179130,"2014-15","Severe Drought",2.70735246254879
7179130,"2014-15","Optimal Flat",5.7792130713169
7179131,"2014-15","Moderate Drought",4.3730206912398
7179131,"2014-15","Optimal Bed",5.63988931945594
7179131,"2014-15","Heat",3.8485993318457
7179131,"2014-15","Severe Drought",2.650907442235
7179131,"2014-15","Optimal Flat",5.94199409260423
7179132,"2014-15","Moderate Drought",4.20560874046099
7179132,"2014-15","Optimal Bed",5.49963063997714
7179132,"2014-15","Heat",3.11937823034656
7179132,"2014-15","Severe Drought",2.70008541013629
7179132,"2014-15","Optimal Flat",5.56793266114086
7179133,"2014-15","Moderate Drought",4.53182780348816
7179133,"2014-15","Optimal Bed",5.6912338385823
7179133,"2014-15","Heat",3.99603670244277
7179133,"2014-15","Severe Drought",2.55427617767242
7179133,"2014-15","Optimal Flat",5.90979115529271
7179135,"2014-15","Moderate Drought",4.5272510649743
7179135,"2014-15","Optimal Bed",5.67338460264429
7179135,"2014-15","Heat",4.2802188808477
7179135,"2014-15","Severe Drought",2.5736906025229
7179135,"2014-15","Optimal Flat",5.77948980822978
7179136,"2014-15","Moderate Drought",4.5271170453253
7179136,"2014-15","Optimal Bed",5.63019861407901
7179136,"2014-15","Heat",3.87414965029349
7179136,"2014-15","Severe Drought",2.74724390282021
7179136,"2014-15","Optimal Flat",5.87444576716187
7179152,"2014-15","Moderate Drought",4.75396902180809
7179152,"2014-15","Optimal Bed",5.76054290118614
7179152,"2014-15","Heat",4.31247297803273
7179152,"2014-15","Severe Drought",2.78258997805345
7179152,"2014-15","Optimal Flat",5.69019652133084
7179153,"2014-15","Moderate Drought",4.7283040612528
7179153,"2014-15","Optimal Bed",5.64929691347787
7179153,"2014-15","Heat",4.24590951260561
7179153,"2014-15","Severe Drought",2.7256019046568
7179153,"2014-15","Optimal Flat",5.60439943997531
7179172,"2014-15","Moderate Drought",4.64731710355611
7179172,"2014-15","Optimal Bed",5.54181521110605
7179172,"2014-15","Heat",3.88839648550913
7179172,"2014-15","Severe Drought",2.66901733499061
7179172,"2014-15","Optimal Flat",5.60522940764579
7179173,"2014-15","Moderate Drought",4.60990703335505
7179173,"2014-15","Optimal Bed",6.04196343596887
7179173,"2014-15","Heat",4.08243178539852
7179173,"2014-15","Severe Drought",2.67711990770564
7179173,"2014-15","Optimal Flat",5.57274944297951
7179176,"2014-15","Moderate Drought",4.51607376937281
7179176,"2014-15","Optimal Bed",5.96280232410267
7179176,"2014-15","Heat",4.04154708357478
7179176,"2014-15","Severe Drought",2.87854064023369
7179176,"2014-15","Optimal Flat",5.68208794018093
7179177,"2014-15","Moderate Drought",4.59747752037618
7179177,"2014-15","Optimal Bed",5.98668908973191
7179177,"2014-15","Heat",4.47567136133302
7179177,"2014-15","Severe Drought",2.87782225545884
7179177,"2014-15","Optimal Flat",5.75345821167066
7179181,"2014-15","Moderate Drought",4.87467845689835
7179181,"2014-15","Optimal Bed",6.12654169508942
7179181,"2014-15","Heat",4.33427531487964
7179181,"2014-15","Severe Drought",2.82913069260255
7179181,"2014-15","Optimal Flat",6.19890999763633
7179184,"2014-15","Moderate Drought",4.84760413375968
7179184,"2014-15","Optimal Bed",5.60428657852129
7179184,"2014-15","Heat",4.34853029409624
7179184,"2014-15","Severe Drought",2.92711487765567
7179184,"2014-15","Optimal Flat",5.69778913739096
7179186,"2014-15","Moderate Drought",4.8375389242136
7179186,"2014-15","Optimal Bed",6.38240565794251
7179186,"2014-15","Heat",4.45919124185604
7179186,"2014-15","Severe Drought",2.85421430414113
7179186,"2014-15","Optimal Flat",6.2342941342054
7179214,"2014-15","Moderate Drought",4.49164608308367
7179214,"2014-15","Optimal Bed",5.87678400124489
7179214,"2014-15","Heat",3.86791896408774
7179214,"2014-15","Severe Drought",2.7865400759769
7179214,"2014-15","Optimal Flat",5.88398559668148
7179220,"2014-15","Moderate Drought",4.32656531034191
7179220,"2014-15","Optimal Bed",4.7572062101693
7179220,"2014-15","Heat",2.91439567237698
7179220,"2014-15","Severe Drought",2.4381956954931
7179220,"2014-15","Optimal Flat",5.27903256154101
7179228,"2014-15","Moderate Drought",4.63434027379044
7179228,"2014-15","Optimal Bed",5.92756477905305
7179228,"2014-15","Heat",4.2536126339062
7179228,"2014-15","Severe Drought",3.00317412800241
7179228,"2014-15","Optimal Flat",5.89506487419435
7179231,"2014-15","Moderate Drought",4.566354495752
7179231,"2014-15","Optimal Bed",5.06896900129818
7179231,"2014-15","Heat",3.57644396229887
7179231,"2014-15","Severe Drought",2.83884057982223
7179231,"2014-15","Optimal Flat",5.64486724226726
7179235,"2014-15","Moderate Drought",4.56820798684431
7179235,"2014-15","Optimal Bed",5.51308375626811
7179235,"2014-15","Heat",3.93849109740437
7179235,"2014-15","Severe Drought",2.64193709732262
7179235,"2014-15","Optimal Flat",5.30176221658829
7179238,"2014-15","Moderate Drought",4.6604138152224
7179238,"2014-15","Optimal Bed",5.64635383353267
7179238,"2014-15","Heat",4.06748903755287
7179238,"2014-15","Severe Drought",2.89983288837826
7179238,"2014-15","Optimal Flat",5.77393652381562
7179240,"2014-15","Moderate Drought",4.62994503474035
7179240,"2014-15","Optimal Bed",5.79570287495195
7179240,"2014-15","Heat",3.93475242196749
7179240,"2014-15","Severe Drought",2.82825919316312
7179240,"2014-15","Optimal Flat",5.82589936368416
7179241,"2014-15","Moderate Drought",4.76393066569586
7179241,"2014-15","Optimal Bed",5.59321091797286
7179241,"2014-15","Heat",3.97010286867366
7179241,"2014-15","Severe Drought",2.86740452945422
7179241,"2014-15","Optimal Flat",5.68780523225712
7179242,"2014-15","Moderate Drought",4.57809528852326
7179242,"2014-15","Optimal Bed",5.40512307962628
7179242,"2014-15","Heat",3.72513033191797
7179242,"2014-15","Severe Drought",2.71250401425802
7179242,"2014-15","Optimal Flat",5.69695194344267
7179245,"2014-15","Moderate Drought",4.44172067982546
7179245,"2014-15","Optimal Bed",5.52562362097739
7179245,"2014-15","Heat",3.59225412018436
7179245,"2014-15","Severe Drought",2.75944080973599
7179245,"2014-15","Optimal Flat",5.7669706044162
7179246,"2014-15","Moderate Drought",4.64959107586678
7179246,"2014-15","Optimal Bed",5.488085416199
7179246,"2014-15","Heat",3.64961393999913
7179246,"2014-15","Severe Drought",2.66775596253545
7179246,"2014-15","Optimal Flat",5.6464301851494
7179248,"2014-15","Moderate Drought",4.53882717657018
7179248,"2014-15","Optimal Bed",5.45321775690781
7179248,"2014-15","Heat",3.55633720486094
7179248,"2014-15","Severe Drought",2.67285673495227
7179248,"2014-15","Optimal Flat",5.7743538192211
7179249,"2014-15","Moderate Drought",4.55778378593223
7179249,"2014-15","Optimal Bed",5.4317672138562
7179249,"2014-15","Heat",3.73168895194028
7179249,"2014-15","Severe Drought",2.82793544824386
7179249,"2014-15","Optimal Flat",5.52990697063853
7179251,"2014-15","Moderate Drought",4.75490843451847
7179251,"2014-15","Optimal Bed",5.62204602330861
7179251,"2014-15","Heat",3.71092863969186
7179251,"2014-15","Severe Drought",2.52587187072484
7179251,"2014-15","Optimal Flat",5.66516241094922
7179252,"2014-15","Moderate Drought",4.65395696947062
7179252,"2014-15","Optimal Bed",5.22331254781711
